"ID"	"ENSEMBLE"	"SYMBOL"	"longname"	"location"	"ENTREZ"
7938154	"NM_001014795 "	" ILK "	" integrin-linked kinase "	" 11p15.4 "	" 3611 "
7938170	"NM_001004489 "	" OR2AG1 "	" olfactory receptor, family 2, subfamily AG, member 1 "	" 11p15.4 "	" 144125 "
7938172	"NM_178168 "	" OR10A5 "	" olfactory receptor, family 10, subfamily A, member 5 "	" 11p15.4 "	" 144124 "
7938176	"NM_001004460 "	" OR10A2 "	" olfactory receptor, family 10, subfamily A, member 2 "	" 11p15.4 "	" 341276 "
7938179	"NM_207186 "	" OR10A4 "	" olfactory receptor, family 10, subfamily A, member 4 "	" 11p15.4 "	" 283297 "
7938181	"NM_001004684 "	" OR2D3 "	" olfactory receptor, family 2, subfamily D, member 3 "	" 11p15.4 "	" 120775 "
7938183	"NM_013250 "	" ZNF215 "	" zinc finger protein 215 "	" 11p15.4 "	" 7762 "
7938195	"NM_176822 "	" NLRP14 "	" NLR family, pyrin domain containing 14 "	" 11p15.4 "	" 338323 "
7938208	"NM_014469 "	" RBMXL2 "	" RNA binding motif protein, X-linked-like 2 "	" 11p15 "	" 27288 "
7938213	"NM_175733 "	" SYT9 "	" synaptotagmin IX "	" 11p15.4 "	" 143425 "
7938225	"NM_198474 "	" OLFML1 "	" olfactomedin-like 1 "	" 11p15.4 "	" 283298 "
7938231	"NM_001256568 "	" PPFIBP2 "	" PTPRF interacting protein, binding protein 2 (liprin beta 2) "	" 11p15.4 "	" 8495 "
7938258	"ENST00000609613 "	" OR10AB1P "	" olfactory receptor, family 10, subfamily AB, member 1 pseudogene "	" --- "	" ---"
7938261	"NR_027711 "	" OR5E1P "	" olfactory receptor, family 5, subfamily E, member 1 pseudogene "	" 11p15.4 "	" 26343 "
7938263	"NM_003754 "	" EIF3F "	" eukaryotic translation initiation factor 3, subunit F "	" 11p15.4 "	" 8665 "
7938269	"NM_003320 "	" TUB "	" tubby bipartite transcription factor "	" 11p15.5 "	" 7275 "
7938286	"NM_000990 "	" RPL27A "	" ribosomal protein L27a "	" 11p15 "	" 6157 "
7938291	"NR_002580 "	" SNORA45A "	" small nucleolar RNA, H/ACA box 45A "	" 11p15 "	" 619562 "
7938293	"NR_002977 "	" SNORA45B "	" small nucleolar RNA, H/ACA box 45B "	" 11p15.4 "	" 677826 "
7938295	"NM_000990 "	" RPL27A "	" ribosomal protein L27a "	" 11p15 "	" 6157 "
7938299	"ENST00000517096 "	" RNA5SP330 "	" RNA, 5S ribosomal pseudogene 330 "	" --- "	" ---"
7938301	"NM_001206646 "	" AKIP1 "	" A kinase (PRKA) interacting protein 1 "	" 11p15.3 "	" 56672 "
7938309	"NR_027713 "	" KRT8P41 "	" keratin 8 pseudogene 41 "	" 11p15.4 "	" 283102 "
7938313	"NM_006391 "	" IPO7 "	" importin 7 "	" 11p15.4 "	" 10527 "
7938329	"NR_002962 "	" SNORA23 "	" small nucleolar RNA, H/ACA box 23 "	" 11p15.4 "	" 677808 "
7938331	"NM_001282656 "	" ZNF143 "	" zinc finger protein 143 "	" 11p15.4 "	" 7702 "
7938348	"NM_001143976 "	" WEE1 "	" WEE1 G2 checkpoint kinase "	" 11p15.4 "	" 7465 "
7938364	"ENST00000524549 "	" WEE1 "	" WEE1 G2 checkpoint kinase "	" 11p15.4 "	" 7465 "
7938366	"ENST00000524549 "	" WEE1 "	" WEE1 G2 checkpoint kinase "	" 11p15.4 "	" 7465 "
7938368	""	""	""	""	""
7938370	"NM_015055 "	" SWAP70 "	" SWAP switching B-cell complex 70kDa subunit "	" 11p15 "	" 23075 "
7938388	"ENST00000364694 "	" RN7SKP50 "	" RNA, 7SK small nuclear pseudogene 50 "	" --- "	" ---"
7938390	"NM_001124 "	" ADM "	" adrenomedullin "	" 11p15.4 "	" 133 "
7938396	"NM_000480 "	" AMPD3 "	" adenosine monophosphate deaminase 3 "	" 11p15 "	" 272 "
7938416	"NR_034093 "	" MRVI1-AS1 "	" MRVI1 antisense RNA 1 "	" 11p15.4 "	" 100129827 "
7938420	""	""	""	""	""
7938422	"NM_014633 "	" CTR9 "	" CTR9, Paf1/RNA polymerase II complex component "	" 11p15.3 "	" 9646 "
7938448	"NM_001282659 "	" USP47 "	" ubiquitin specific peptidase 47 "	" 11p15.3 "	" 55031 "
7938481	"AF400439 "	" DKK3 "	" dickkopf WNT signaling pathway inhibitor 3 "	" 11p15.2 "	" 27122 "
7938485	"NM_001282663 "	" MICAL2 "	" microtubule associated monooxygenase, calponin and LIM domain containing 2 "	" 11p15.3 "	" 9645 "
7938519	"NM_032867 "	" MICALCL "	" MICAL C-terminal like "	" 11p15.3 "	" 84953 "
7938528	"NM_018222 "	" PARVA "	" parvin, alpha "	" 11p15.3 "	" 55742 "
7938544	"NM_021961 "	" TEAD1 "	" TEA domain family member 1 (SV40 transcriptional enhancer factor) "	" 11p15.2 "	" 7003 "
7938559	"NM_001080521 "	" RASSF10 "	" Ras association (RalGDS/AF-6) domain family (N-terminal) member 10 "	" 11p15.2 "	" 644943 "
7938561	""	""	""	""	""
7938563	"NM_001030272 "	" ARNTL "	" aryl hydrocarbon receptor nuclear translocator-like "	" 11p15 "	" 406 "
7938588	"ENST00000410230 "	" RN7SKP151 "	" RNA, 7SK small nuclear pseudogene 151 "	" --- "	" ---"
7938590	""	""	""	""	""
7938592	"NM_032228 "	" FAR1 "	" fatty acyl CoA reductase 1 "	" 11p15.2 "	" 84188 "
7938608	"NM_006108 "	" SPON1 "	" spondin 1, extracellular matrix protein "	" 11p15.2 "	" 10418 "
7938625	"ENST00000391063 "	" RNA5SP332 "	" RNA, 5S ribosomal pseudogene 332 "	" --- "	" ---"
7938629	"NM_000922 "	" PDE3B "	" phosphodiesterase 3B, cGMP-inhibited "	" 11p15.1 "	" 5140 "
7938646	"NM_000728 "	" CALCB "	" calcitonin-related polypeptide beta "	" 11p15.2-p15.1 "	" 797 "
7938652	"NM_001031853 "	" INSC "	" inscuteable homolog (Drosophila) "	" 11p15.2 "	" 387755 "
7938667	"ENST00000469842 "	" RN7SL188P "	" RNA, 7SL, cytoplasmic 188, pseudogene "	" --- "	" ---"
7938669	"NM_014267 "	" C11orf58 "	" chromosome 11 open reading frame 58 "	" 11p15.1 "	" 10944 "
7938681	"ENST00000363013 "	" RN7SKP90 "	" RNA, 7SK small nuclear pseudogene 90 "	" --- "	" ---"
7938683	"NR_045002 "	" OR7E14P "	" olfactory receptor, family 7, subfamily E, member 14 pseudogene "	" 11p15.1 "	" 10819 "
7938685	""	""	""	""	""
7938687	"NM_005013 "	" NUCB2 "	" nucleobindin 2 "	" 11p15.1 "	" 4925 "
7938702	"NM_001202439 "	" NCR3LG1 "	" natural killer cell cytotoxicity receptor 3 ligand 1 "	" 11p15.1 "	" 374383 "
7938707	"NM_001277269 "	" OTOG "	" otogelin "	" 11p15.1 "	" 340990 "
7938730	"NM_002478 "	" MYOD1 "	" myogenic differentiation 1 "	" 11p15.4 "	" 4654 "
7938738	"NM_001112741 "	" KCNC1 "	" potassium voltage-gated channel, Shaw-related subfamily, member 1 "	" 11p15 "	" 3746 "
7938741	"NM_054031 "	" MRGPRX3 "	" MAS-related GPR, member X3 "	" 11p15.1 "	" 117195 "
7938746	"NM_054032 "	" MRGPRX4 "	" MAS-related GPR, member X4 "	" 11p15.1 "	" 117196 "
7938748	"ENST00000528859 "	" GLTPP1 "	" glycolipid transfer protein pseudogene 1 "	" --- "	" ---"
7938750	"NR_026541 "	" LOC494141 "	" solute carrier family 25, member 51 pseudogene "	" 11p15.1 "	" 494141 "
7938756	"ENST00000526214 "	" ST13P5 "	" suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 5 "	" --- "	" --- "
7938758	"NM_000331 "	" SAA1 "	" serum amyloid A1 "	" 11p15.1 "	" 6288 "
7938762	"NM_001142307 "	" GTF2H1 "	" general transcription factor IIH, polypeptide 1, 62kDa "	" 11p15.1-p14 "	" 2965 "
7938777	"NM_001135239 "	" LDHA "	" lactate dehydrogenase A "	" 11p15.4 "	" 3939 "
7938788	"NM_002301 "	" LDHC "	" lactate dehydrogenase C "	" 11p15.1 "	" 3948 "
7938800	"NM_144972 "	" LDHAL6A "	" lactate dehydrogenase A-like 6A "	" 11p15.1 "	" 160287 "
7938812	"NM_153347 "	" TMEM86A "	" transmembrane protein 86A "	" 11p15.1 "	" 144110 "
7938816	"NM_001001483 "	" ZDHHC13 "	" zinc finger, DHHC-type containing 13 "	" 11p15.1 "	" 54503 "
7938834	"NM_001111018 "	" NAV2 "	" neuron navigator 2 "	" 11p15.1 "	" 89797 "
7938878	""	""	""	""	""
7938880	"NM_001098523 "	" HTATIP2 "	" HIV-1 Tat interactive protein 2, 30kDa "	" 11p15.1 "	" 10553 "
7938890	"NM_001145166 "	" PRMT3 "	" protein arginine methyltransferase 3 "	" 11p15.1 "	" 10196 "
7938907	"NM_004211 "	" SLC6A5 "	" solute carrier family 6 (neurotransmitter transporter), member 5 "	" 11p15.1 "	" 9152 "
7938925	"NM_001288713 "	" NELL1 "	" NEL-like 1 (chicken) "	" 11p15.1 "	" 4745 "
7938951	"NM_001142649 "	" ANO5 "	" anoctamin 5 "	" 11p14.3 "	" 203859 "
7938975	"NM_020346 "	" SLC17A6 "	" solute carrier family 17 (vesicular glutamate transporter), member 6 "	" 11p14.3 "	" 57084 "
7938989	"NM_001143830 "	" GAS2 "	" growth arrest-specific 2 "	" 11p14.3 "	" 2620 "
7939003	"ENST00000516710 "	" RNU6-783P "	" RNA, U6 small nuclear 783, pseudogene "	" --- "	" ---"
7939005	""	""	""	""	""
7939007	"NM_001009909 "	" LUZP2 "	" leucine zipper protein 2 "	" 11p14.3 "	" 338645 "
7939024	"NM_031418 "	" ANO3 "	" anoctamin 3 "	" 11p14.2 "	" 63982 "
7939052	"NM_203371 "	" FIBIN "	" fin bud initiation factor homolog (zebrafish) "	" 11p14.2 "	" 387758 "
7939056	"NM_003986 "	" BBOX1 "	" butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 "	" 11p14.2 "	" 8424 "
7939068	"NM_001028 "	" RPS25 "	" ribosomal protein S25 "	" 11q23.3 "	" 6230 "
7939070	"ENST00000325243 "	" CBX3P1 "	" chromobox homolog 3 pseudogene 1 "	" --- "	" ---"
7939072	"ENST00000403099 "	" METTL15 "	" methyltransferase like 15 "	" 11p14.1 "	" 196074 "
7939080	"NM_000510 "	" FSHB "	" follicle stimulating hormone, beta polypeptide "	" 11p13 "	" 2488 "
7939087	"NM_152316 "	" ARL14EP "	" ADP-ribosylation factor-like 14 effector protein "	" 11p14.1 "	" 120534 "
7939093	"ENST00000525511 "	" DNAJC24 "	" DnaJ (Hsp40) homolog, subfamily C, member 24 "	" 11p13 "	" 120526 "
7939102	"NM_001288726 "	" ELP4 "	" elongator acetyltransferase complex subunit 4 "	" 11p13 "	" 26610 "
7939116	""	""	""	""	""
7939118	""	""	""	""	""
7939120	"NM_002901 "	" RCN1 "	" reticulocalbin 1, EF-hand calcium binding domain "	" 11p13 "	" 5954 "
7939131	"NR_120546 "	" WT1-AS "	" WT1 antisense RNA "	" 11p13 "	" 51352 "
7939137	"NM_006360 "	" EIF3M "	" eukaryotic translation initiation factor 3, subunit M "	" 11p13 "	" 10480 "
7939150	"NM_024081 "	" PRRG4 "	" proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) "	" 11p13 "	" 79056 "
7939158	"NM_001076786 "	" QSER1 "	" glutamine and serine rich 1 "	" 11p13 "	" 79832 "
7939173	"NM_139160 "	" DEPDC7 "	" DEP domain containing 7 "	" 11p13 "	" 91614 "
7939184	"NM_001145541 "	" TCP11L1 "	" t-complex 11, testis-specific-like 1 "	" 11p13 "	" 55346 "
7939197	"NM_001048200 "	" HIPK3 "	" homeodomain interacting protein kinase 3 "	" 11p13 "	" 10114 "
7939215	"NM_012194 "	" KIAA1549L "	" KIAA1549-like "	" 11p13 "	" 25758 "
7939237	"NM_012194 "	" KIAA1549L "	" KIAA1549-like "	" 11p13 "	" 25758 "
7939240	""	""	""	""	""
7939242	"NM_005898 "	" CAPRIN1 "	" cell cycle associated protein 1 "	" 11p13 "	" 4076 "
7939265	"NM_001144030 "	" NAT10 "	" N-acetyltransferase 10 (GCN5-related) "	" 11p13 "	" 55226 "
7939296	""	""	""	""	""
7939298	"NM_001752 "	" CAT "	" catalase "	" 11p13 "	" 847 "
7939314	"NM_001206615 "	" EHF "	" ets homologous factor "	" 11p12 "	" 26298 "
7939329	"NM_001135024 "	" PDHX "	" pyruvate dehydrogenase complex, component X "	" 11p13 "	" 8050 "
7939341	"NM_000610 "	" CD44 "	" CD44 molecule (Indian blood group) "	" 11p13 "	" 960 "
7939365	"NM_014344 "	" FJX1 "	" four jointed box 1 (Drosophila) "	" 11p13 "	" 24147 "
7939368	"NM_017583 "	" TRIM44 "	" tripartite motif containing 44 "	" 11p13 "	" 54765 "
7939374	""	""	""	""	""
7939376	"NM_174902 "	" LDLRAD3 "	" low density lipoprotein receptor class A domain containing 3 "	" 11p13 "	" 143458 "
7939383	"NM_001160167 "	" PRR5L "	" proline rich 5 like "	" 11p13-p12 "	" 79899 "
7939398	"NM_000448 "	" RAG1 "	" recombination activating gene 1 "	" 11p13 "	" 5896 "
7939411	"NM_001276722 "	" C11orf74 "	" chromosome 11 open reading frame 74 "	" 11p12 "	" 119710 "
7939418	"ENST00000364721 "	" RNU6-99P "	" RNA, U6 small nuclear 99, pseudogene "	" --- "	" ---"
7939420	""	""	""	""	""
7939422	""	""	""	""	""
7939424	"NM_001142930 "	" API5 "	" apoptosis inhibitor 5 "	" 11p11.2 "	" 8539 "
7939432	""	""	""	""	""
7939434	"NM_018259 "	" TTC17 "	" tetratricopeptide repeat domain 17 "	" 11p11.2 "	" 55761 "
7939463	"NR_029697 "	" MIR129-2 "	" microRNA 129-2 "	" 11p11.2 "	" 406918 "
7939465	"NM_016142 "	" HSD17B12 "	" hydroxysteroid (17-beta) dehydrogenase 12 "	" 11p11.2 "	" 51144 "
7939477	"NM_139178 "	" ALKBH3 "	" alkB, alkylation repair homolog 3 (E. coli) "	" 11p11.2 "	" 221120 "
7939492	"NM_001145033 "	" C11orf96 "	" chromosome 11 open reading frame 96 "	" 11p11.2 "	" 387763 "
7939494	"NM_001031854 "	" ACCSL "	" 1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)-like "	" 11p11.2 "	" 390110 "
7939507	"NM_001127219 "	" ACCS "	" 1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional) "	" 11p11 "	" 84680 "
7939524	"NM_000401 "	" EXT2 "	" exostosin glycosyltransferase 2 "	" 11p12-p11 "	" 2132 "
7939546	"NM_001024844 "	" CD82 "	" CD82 molecule "	" 11p11.2 "	" 3732 "
7939559	"NM_130783 "	" TSPAN18 "	" tetraspanin 18 "	" 11p11.2 "	" 90139 "
7939569	"NM_001256696 "	" PRDM11 "	" PR domain containing 11 "	" 11p11 "	" 56981 "
7939581	"NR_122071 "	" LOC399886 "	" uncharacterized LOC399886 "	" 11p11.2 "	" 399886 "
7939587	"ENST00000378779 "	" DKFZp779M0652 "	" uncharacterized DKFZp779M0652 "	" 11p11.2 "	" 374387 "
7939590	"NM_001145265 "	" SLC35C1 "	" solute carrier family 35 (GDP-fucose transporter), member C1 "	" 11p11.2 "	" 55343 "
7939595	"NM_001127457 "	" CRY2 "	" cryptochrome circadian clock 2 "	" 11p11.2 "	" 1408 "
7939613	"NM_005456 "	" MAPK8IP1 "	" mitogen-activated protein kinase 8 interacting protein 1 "	" 11p11.2 "	" 9479 "
7939620	"NM_152312 "	" GYLTL1B "	" glycosyltransferase-like 1B "	" 11p11.2 "	" 120071 "
7939640	""	""	""	""	""
7939642	"NM_052854 "	" CREB3L1 "	" cAMP responsive element binding protein 3-like 1 "	" 11p11.2 "	" 90993 "
7939657	"NM_001105540 "	" DGKZ "	" diacylglycerol kinase, zeta "	" 11p11.2 "	" 8525 "
7939665	"NM_001012333 "	" MDK "	" midkine (neurite growth-promoting factor 2) "	" 11p11.2 "	" 4192 "
7939676	"NM_001142673 "	" ATG13 "	" autophagy related 13 "	" 11p11.2 "	" 9776 "
7939699	"NM_001184751 "	" ZNF408 "	" zinc finger protein 408 "	" 11p11.2 "	" 79797 "
7939706	"NM_000506 "	" F2 "	" coagulation factor II (thrombin) "	" 11p11 "	" 2147 "
7939723	"NM_001003676 "	" C11orf49 "	" chromosome 11 open reading frame 49 "	" 11p11.2 "	" 79096 "
7939738	"NM_000107 "	" DDB2 "	" damage-specific DNA binding protein 2, 48kDa "	" 11p12-p11 "	" 1643 "
7939751	"NM_001130101 "	" NR1H3 "	" nuclear receptor subfamily 1, group H, member 3 "	" 11p11.2 "	" 10062 "
7939767	"NM_001135943 "	" MADD "	" MAP-kinase activating death domain "	" 11p11.2 "	" 8567 "
7939805	"NM_001128225 "	" SLC39A13 "	" solute carrier family 39 (zinc transporter), member 13 "	" 11p11.2 "	" 91252 "
7939818	"NM_001143984 "	" PTPMT1 "	" protein tyrosine phosphatase, mitochondrial 1 "	" 11p11.2 "	" 114971 "
7939825	"NM_004551 "	" NDUFS3 "	" NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase) "	" 11p11.11 "	" 4722 "
7939835	"NM_001164379 "	" FAM180B "	" family with sequence similarity 180, member B "	" 11p11.2 "	" 399888 "
7939839	"NM_002843 "	" PTPRJ "	" protein tyrosine phosphatase, receptor type, J "	" 11p11.2 "	" 5795 "
7939865	"NM_001005470 "	" OR4B1 "	" olfactory receptor, family 4, subfamily B, member 1 "	" 11p11.2 "	" 119765 "
7939867	"NM_001004727 "	" OR4X2 "	" olfactory receptor, family 4, subfamily X, member 2 "	" 11p11.2 "	" 119764 "
7939869	"NM_001004726 "	" OR4X1 "	" olfactory receptor, family 4, subfamily X, member 1 "	" 11p11.2 "	" 390113 "
7939871	"NM_001004725 "	" OR4S1 "	" olfactory receptor, family 4, subfamily S, member 1 "	" 11p11.2 "	" 256148 "
7939873	"NM_001004702 "	" OR4C3 "	" olfactory receptor, family 4, subfamily C, member 3 "	" 11p11.2 "	" 256144 "
7939875	"ENST00000530855 "	" OR4C2P "	" olfactory receptor, family 4, subfamily C, member 2 pseudogene "	" --- "	" ---"
7939877	"NM_001005512 "	" OR4A47 "	" olfactory receptor, family 4, subfamily A, member 47 "	" 11p11.2 "	" 403253 "
7939879	"ENST00000505076 "	" TRIM51CP "	" tripartite motif-containing 51C, pseudogene "	" --- "	" ---"
7939884	"NM_001206626 "	" TRIM49B "	" tripartite motif containing 49B "	" 11p11.12 "	" 283116 "
7939893	"NM_001143975 "	" UBTFL1 "	" upstream binding transcription factor, RNA polymerase I-like 1 "	" 11q14.3 "	" 642623 "
7939897	"AB231735 "	" LOC101060256 "	" tripartite motif-containing protein 51-like "	" --- "	" 101060256"
7939900	"NM_001001955 "	" OR4C13 "	" olfactory receptor, family 4, subfamily C, member 13 "	" 11p11.12 "	" 283092 "
7939902	"NR_024504 "	" LOC646813 "	" DEAH (Asp-Glu-Ala-His) box helicase 9 pseudogene "	" 11p11.12 "	" 646813 "
7939910	"NM_001004703 "	" OR4C46 "	" olfactory receptor, family 4, subfamily C, member 46 "	" 11p11.12 "	" 119749 "
7939912	"NM_024114 "	" TRIM48 "	" tripartite motif containing 48 "	" 11q11 "	" 79097 "
7939916	"NM_001005274 "	" OR4A16 "	" olfactory receptor, family 4, subfamily A, member 16 "	" 11q11 "	" 81327 "
7939918	"NM_001005275 "	" OR4A15 "	" olfactory receptor, family 4, subfamily A, member 15 "	" 11q11 "	" 81328 "
7939920	"ENST00000529316 "	" OR4A13P "	" olfactory receptor, family 4, subfamily A, member 13 pseudogene "	" --- "	" ---"
7939922	"ENST00000532759 "	" OR4A21P "	" olfactory receptor, family 4, subfamily A, member 21 pseudogene "	" --- "	" ---"
7939924	"NM_001001920 "	" OR4C15 "	" olfactory receptor, family 4, subfamily C, member 15 "	" 11q11 "	" 81309 "
7939926	"NM_001004701 "	" OR4C16 "	" olfactory receptor, family 4, subfamily C, member 16 "	" 11q11 "	" 219428 "
7939928	"NM_001004124 "	" OR4P4 "	" olfactory receptor, family 4, subfamily P, member 4 "	" 11q12.1 "	" 81300 "
7939930	"NM_001004059 "	" OR4S2 "	" olfactory receptor, family 4, subfamily S, member 2 "	" 11q11 "	" 219431 "
7939932	"NM_001004704 "	" OR4C6 "	" olfactory receptor, family 4, subfamily C, member 6 "	" 11q11 "	" 219432 "
7939934	"ENST00000530808 "	" OR4P1P "	" olfactory receptor, family 4, subfamily P, member 1 pseudogene "	" --- "	" ---"
7939936	"ENST00000530327 "	" OR5D3P "	" olfactory receptor, family 5, subfamily D, member 3 pseudogene "	" --- "	" ---"
7939938	"ENST00000531492 "	" OR5D17P "	" olfactory receptor, family 5, subfamily D, member 17 pseudogene "	" --- "	" ---"
7939940	"NM_001001967 "	" OR5D13 "	" olfactory receptor, family 5, subfamily D, member 13 "	" 11q11 "	" 390142 "
7939942	"NM_001004735 "	" OR5D14 "	" olfactory receptor, family 5, subfamily D, member 14 "	" 11q11 "	" 219436 "
7939944	"NM_001004738 "	" OR5L1 "	" olfactory receptor, family 5, subfamily L, member 1 "	" 11q11 "	" 219437 "
7939946	"NM_001001952 "	" OR5D18 "	" olfactory receptor, family 5, subfamily D, member 18 "	" 11q11 "	" 219438 "
7939948	"NM_001004739 "	" OR5L2 "	" olfactory receptor, family 5, subfamily L, member 2 "	" 11q11 "	" 26338 "
7939950	"NM_001005496 "	" OR5D16 "	" olfactory receptor, family 5, subfamily D, member 16 "	" 11q11 "	" 390144 "
7939952	"ENST00000459641 "	" OR9M1P "	" olfactory receptor, family 9, subfamily M, member 1, pseudogene "	" --- "	" ---"
7939954	"NM_032681 "	" TRIM51 "	" tripartite motif-containing 51 "	" 11q11 "	" 84767 "
7939959	"NM_001001921 "	" OR5AS1 "	" olfactory receptor, family 5, subfamily AS, member 1 "	" 11q12.1 "	" 219447 "
7939961	"ENST00000527596 "	" OR5AQ1P "	" olfactory receptor, family 5, subfamily AQ, member 1 pseudogene "	" --- "	" ---"
7939963	"ENST00000313544 "	" OR5J1P "	" olfactory receptor, family 5, subfamily J, member 1 pseudogene "	" --- "	" ---"
7939965	"NM_001003750 "	" OR8I2 "	" olfactory receptor, family 8, subfamily I, member 2 "	" 11q12.1 "	" 120586 "
7939967	"NM_001005200 "	" OR8H2 "	" olfactory receptor, family 8, subfamily H, member 2 "	" 11q12.1 "	" 390151 "
7939969	"NM_001005201 "	" OR8H3 "	" olfactory receptor, family 8, subfamily H, member 3 "	" 11q12.1 "	" 390152 "
7939971	"NM_001005492 "	" OR5J2 "	" olfactory receptor, family 5, subfamily J, member 2 "	" 11q11 "	" 282775 "
7939973	"NM_001004747 "	" OR5T3 "	" olfactory receptor, family 5, subfamily T, member 3 "	" 11q12.1 "	" 390154 "
7939975	"NM_001004745 "	" OR5T1 "	" olfactory receptor, family 5, subfamily T, member 1 "	" 11q12.1 "	" 390155 "
7939977	"NM_001005202 "	" OR8K3 "	" olfactory receptor, family 8, subfamily K, member 3 "	" 11q12.1 "	" 219473 "
7939979	"NM_001002907 "	" OR8K1 "	" olfactory receptor, family 8, subfamily K, member 1 "	" 11q12.1 "	" 390157 "
7939981	"NM_001005205 "	" OR8J1 "	" olfactory receptor, family 8, subfamily J, member 1 "	" 11q12.1 "	" 219477 "
7939983	"NM_001005204 "	" OR8U1 "	" olfactory receptor, family 8, subfamily U, member 1 "	" 11q12.1 "	" 219417 "
7939986	"ENST00000327258 "	" OR5AL1 "	" olfactory receptor, family 5, subfamily AL, member 1 (gene/pseudogene) "	" --- "	" ---"
7939988	"NM_001004742 "	" OR5M3 "	" olfactory receptor, family 5, subfamily M, member 3 "	" 11q12.1 "	" 219482 "
7939990	"ENST00000423388 "	" OR5M12P "	" olfactory receptor, family 5, subfamily M, member 12 pseudogene "	" --- "	" ---"
7939992	"NM_001004730 "	" OR5AR1 "	" olfactory receptor, family 5, subfamily AR, member 1 "	" 11q12.1 "	" 219493 "
7939994	"NM_001005213 "	" OR9G1 "	" olfactory receptor, family 9, subfamily G, member 1 "	" 11q12.1 "	" 390174 "
7939996	"ENST00000525553 "	" OR9G3P "	" olfactory receptor, family 9, subfamily G, member 3 pseudogene "	" --- "	" --- "
7939998	"ENST00000527486 "	" OR5AK3P "	" olfactory receptor, family 5, subfamily AK, member 3 pseudogene "	" --- "	" ---"
7940000	"NM_001005323 "	" OR5AK2 "	" olfactory receptor, family 5, subfamily AK, member 2 "	" 11q12.1 "	" 390181 "
7940002	"NM_001005210 "	" LRRC55 "	" leucine rich repeat containing 55 "	" 11q12.1 "	" 219527 "
7940005	"NM_002559 "	" P2RX3 "	" purinergic receptor P2X, ligand-gated ion channel, 3 "	" 11q12 "	" 5024 "
7940018	"ENST00000516261 "	" RNA5SP341 "	" RNA, 5S ribosomal pseudogene 341 "	" --- "	" ---"
7940020	"ENST00000411066 "	" RN7SKP259 "	" RNA, 7SK small nuclear pseudogene 259 "	" --- "	" ---"
7940022	"NM_178570 "	" RTN4RL2 "	" reticulon 4 receptor-like 2 "	" 11q12.1 "	" 349667 "
7940026	""	""	""	""	""
7940028	"NM_000062 "	" SERPING1 "	" serpin peptidase inhibitor, clade G (C1 inhibitor), member 1 "	" 11q12.1 "	" 710 "
7940042	""	""	""	""	""
7940044	"NR_029673 "	" MIR130A "	" microRNA 130a "	" 11q12.1 "	" 406919 "
7940046	"NM_001142597 "	" CLP1 "	" cleavage and polyadenylation factor I subunit 1 "	" 11q12 "	" 10978 "
7940051	"NM_015457 "	" ZDHHC5 "	" zinc finger, DHHC-type containing 5 "	" 11q12.1 "	" 25921 "
7940066	"NM_001144012 "	" TMX2 "	" thioredoxin-related transmembrane protein 2 "	" 11cen-q22.3 "	" 51075 "
7940070	"ENST00000388857 "	" C11orf31 "	" chromosome 11 open reading frame 31 "	" 11q12.1 "	" 280636 "
7940079	"NM_001085458 "	" CTNND1 "	" catenin (cadherin-associated protein), delta 1 "	" 11q11 "	" 1500 "
7940103	"NM_001005212 "	" OR9Q1 "	" olfactory receptor, family 9, subfamily Q, member 1 "	" 11q12.1 "	" 219956 "
7940108	"NM_001005186 "	" OR6Q1 "	" olfactory receptor, family 6, subfamily Q, member 1 "	" 11q12.1 "	" 219952 "
7940110	"ENST00000427941 "	" OR9I2P "	" olfactory receptor, family 9, subfamily I, member 2 pseudogene "	" --- "	" ---"
7940112	"NM_001005283 "	" OR9Q2 "	" olfactory receptor, family 9, subfamily Q, member 2 "	" 11q12.1 "	" 219957 "
7940114	"NM_001004458 "	" OR1S1 "	" olfactory receptor, family 1, subfamily S, member 1 "	" 11q12.1 "	" 219959 "
7940116	"AK128188 "	" LOC399898 "	" uncharacterized LOC399898 "	" 11q12.1 "	" 399898"
7940118	"NM_000614 "	" CNTF "	" ciliary neurotrophic factor "	" 11q12.2 "	" 1270 "
7940135	"NM_001220494 "	" GLYATL1 "	" glycine-N-acyltransferase-like 1 "	" 11q12.1 "	" 92292 "
7940147	"NM_001142703 "	" FAM111B "	" family with sequence similarity 111, member B "	" 11q12.1 "	" 374393 "
7940153	"NM_001142519 "	" FAM111A "	" family with sequence similarity 111, member A "	" 11q12.1 "	" 63901 "
7940160	"NM_015177 "	" DTX4 "	" deltex 4, E3 ubiquitin ligase "	" 11q12.1 "	" 23220 "
7940171	"NM_001004729 "	" OR5AN1 "	" olfactory receptor, family 5, subfamily AN, member 1 "	" 11q12.1 "	" 390195 "
7940173	"NM_001004728 "	" OR5A1 "	" olfactory receptor, family 5, subfamily A, member 1 "	" 11q12.1 "	" 219982 "
